ROI	B51315	B51325	B51732	B51742	B51852	B51861	B51872	B51882	B51813	B51824	B51836	B52233	B52242	B52253	B52264	B52274	B53106	B52711	B52715	B52823	B52824	B52825	B52836	B53041	B53054	B53161	B53183	B53195	B53212	B53233	B53245	B53257	B53269	B53279	B53281	B53291	B55012	B55023	B55034	B55045	B55056	B54611	B54623	B54645	B54751	B49913	B49924	B49935	B49946	B49957	B49968	B49978	B49901
1094	0.5939574	0.6602379	0.4263128	0.3766569	0.4390644	0.4374362	0.6378339	0.3260749	0.36881	0.4574161	0.5483475	0.5898811	0.5415639	0.6029911	0.4623485	0.4012673	0.3443676	NaN	0.3187633	0.3074095	0.3158728	0.2455545	0.3298668	0.320529	0.2969665	0.3528405	0.2938948	0.3052252	0.2888864	0.2522335	0.1846645	0.4068511	0.254705	0.4248498	NaN	NaN	0.4739618	0.3345413	0.382981	0.4085189	0.320704	NaN	0.5916886	0.7163542	0.5405808	0.5470113	0.5922396	0.6176177	0.5472043	0.7519821	0.4301773	0.5807998	0.5370506
1095	0.5585024	0.6476089	0.425909	0.3199675	0.4234497	0.3818567	0.5037528	0.2709306	0.4099461	0.388369	0.4411119	0.5966048	0.6052997	0.5518037	0.3977966	0.346664	0.3031466	0.2430179	0.2968924	0.2512271	0.23364	0.2620419	0.2804596	0.2842561	0.2658357	0.3234389	0.3058392	0.2537875	0.2686846	0.2149483	0.191573	0.377411	0.2309298	0.4329712	0.3763751	0.3270375	0.4750659	0.340674	0.3368719	0.3674984	0.2864134	0.5259532	0.6243203	0.6472036	0.684737	0.4656998	0.5988974	0.5673518	0.5454938	0.5787552	0.4692302	0.6218961	0.5815382
1096	0.337726	0.4169957	0.2944903	0.2780414	0.3072149	0.3205038	0.4043562	0.2928524	0.3260894	0.2925383	0.3115344	0.3993467	0.3453303	0.3746474	0.3168842	0.29068	0.229691	0.1804827	0.244077	0.1874496	0.2250866	0.2188401	0.2174612	0.2071821	0.1939304	0.2248512	0.2218633	0.2191239	0.2029937	0.185035	0.196233	0.235023	0.2094106	0.255883	0.218905	0.2080953	0.2887747	0.2279834	0.2214237	0.2587504	0.2361354	0.313124	0.3822731	0.3474244	0.4328931	0.2760158	0.3707322	0.38815	0.3971317	0.3683074	0.2965997	0.3934983	0.3807174
1097	0.6427724	0.7058715	0.5013025	0.4565055	0.5077886	0.5347192	0.6729501	0.39979	0.4887765	0.4961328	0.5203016	0.6509439	0.6789218	0.6422269	0.5088071	0.4825111	0.4176688	0.3398796	0.3859805	0.3593491	0.363085	0.3597702	0.3831079	0.3642491	0.3379604	0.4152623	0.4039817	0.3675612	0.3535581	0.3034947	0.2792	0.4345268	0.3342503	0.4715655	0.4220289	0.3936621	0.4868783	0.4252766	0.4261245	0.4515654	0.4002099	0.5398824	0.6851014	0.669639	0.7290387	0.563612	0.6188914	0.6246208	0.5837604	0.6352996	0.5344635	0.6429787	0.6012366
1098	0.5349818	0.5817254	0.4263524	0.3722058	0.4076592	0.4360296	0.5589037	0.3388272	0.4114218	0.4097519	0.4219103	0.54939	0.5671717	0.5266846	0.4206215	0.4040547	0.3390341	0.2674877	0.3205103	0.2773632	0.309799	0.287878	0.3257003	0.2911181	0.2753539	0.3290572	0.32697	0.3000815	0.2859642	0.2402683	0.230208	0.3517102	0.2674725	0.3909033	0.3505138	0.3171978	0.3997056	0.3370751	0.3338605	0.3779041	0.3334933	0.4541752	0.5779237	0.5587909	0.6201745	0.455627	0.5186295	0.511025	0.4843365	0.5288534	0.4366802	0.5363506	0.4977112
1099	0.3562949	0.397102	0.2833601	0.2557548	0.2938441	0.3132066	0.4173935	0.262769	0.3066674	0.3034195	0.3038722	0.3988336	0.3852597	0.3949811	0.3172623	0.2932654	0.2384978	0.1814924	0.2394153	0.1851255	0.2139146	0.2030959	0.2275815	0.2192005	0.2137993	0.2099131	0.2132321	0.2169496	0.2091393	0.1798315	0.1651436	0.2568282	0.1947543	0.2961788	0.2671507	0.230802	0.3317658	0.2379624	0.2356962	0.2663447	0.2337891	0.3835147	0.4486758	0.4536883	0.511552	0.2834954	0.3984529	0.4097011	0.3957148	0.4450089	0.3119791	0.4557992	0.4040234
1100	0.4149796	0.4512754	0.3385097	0.2774473	0.3342633	0.3042255	0.394114	0.2508905	0.3402489	0.3275364	0.340846	0.471393	0.445053	0.4436135	0.3252712	0.2983133	0.249001	0.1987108	0.2410917	0.2116303	0.2077406	0.2197008	0.2300214	0.2265016	0.2144001	0.230184	0.231192	0.2153727	0.2263577	0.1817505	0.1729679	0.2882892	0.1867687	0.3393351	0.304109	0.2558982	0.36624	0.2574672	0.2589027	0.2744816	0.2344039	0.3979308	0.4917524	0.4859941	0.5536566	0.3363341	0.4816032	0.4581256	0.4384927	0.4665693	0.3904793	0.5069361	0.4654576
1101	0.5407761	0.6060439	0.4403746	0.3975428	0.4313376	0.4694096	0.5809729	0.3733301	0.4308368	0.4250248	0.4260952	0.5555043	0.5703806	0.5459292	0.4479014	0.4298458	0.3572273	0.2958058	0.3340806	0.3010733	0.3355786	0.3068914	0.3463951	0.3071499	0.2886391	0.3502969	0.3459582	0.3244994	0.3017724	0.2642352	0.2586016	0.3505387	0.28982	0.3967216	0.3566179	0.3256029	0.3999079	0.351077	0.3561311	0.389268	0.3530426	0.4562733	0.5924015	0.5618272	0.6252279	0.4696114	0.5296623	0.5308632	0.4969771	0.5368084	0.4520991	0.5491028	0.5083694
1102	0.3840769	0.4375043	0.3244003	0.3195251	0.3075806	0.3500402	0.4056664	0.2856539	0.3354676	0.3216029	0.3119651	0.4148935	0.4090197	0.3951354	0.3272247	0.3246034	0.2664231	0.1982637	0.2529673	0.2023984	0.2453513	0.2325276	0.2720678	0.2231928	0.2144937	0.2382448	0.2325003	0.2478476	0.2318816	0.2034735	0.1889834	0.2501968	0.208127	0.2792471	0.268108	0.2367203	0.3110882	0.25991	0.2436597	0.2844897	0.2585272	0.3479106	0.429315	0.4077269	0.4634146	0.3163836	0.4101078	0.3876115	0.3883019	0.3998019	0.3364208	0.4122409	0.4020451
1103	0.4530195	0.5026912	0.3674796	0.3487825	0.3642806	0.3994892	0.4928614	0.3221457	0.3901564	0.3744992	0.3685946	0.4897507	0.4850355	0.4746579	0.3771573	0.3726949	0.3049676	0.2335204	0.2878857	0.2563175	0.2720037	0.2681089	0.296254	0.2580972	0.241211	0.2743015	0.2756768	0.2765331	0.2652216	0.2321964	0.2257291	0.300709	0.2438322	0.3424721	0.3043416	0.2763416	0.360079	0.3012495	0.2937743	0.3275291	0.3004528	0.382995	0.5068859	0.480195	0.5470383	0.3794781	0.4734339	0.458359	0.4500466	0.463979	0.415747	0.4976177	0.4633047
1104	0.434487	0.4913577	0.3647049	0.3410923	0.3640467	0.3867836	0.4622371	0.3294397	0.3799142	0.3718207	0.3593248	0.4594155	0.4529168	0.4488904	0.3663781	0.369544	0.2941197	0.2357953	0.2800473	0.2475127	0.2733274	0.2575469	0.283111	0.2505877	0.242284	0.266526	0.2705242	0.274819	0.2591647	0.2364792	0.2247218	0.2817441	0.2402029	0.3146568	0.2862397	0.2624203	0.3330745	0.2812644	0.2790266	0.3223951	0.2930626	0.375881	0.4897387	0.4505119	0.5238749	0.3657958	0.4671164	0.4477554	0.4351777	0.4471017	0.4008857	0.4774247	0.4496491
1105	0.4770567	0.5367033	0.4106426	0.3696766	0.4028034	0.4070494	0.4743956	0.3632316	0.4105246	0.393242	0.3835459	0.4830343	0.4828898	0.4829124	0.3903482	0.4034216	0.308507	0.2757682	0.290906	0.2845743	0.292143	0.2753123	0.2991741	0.26035	0.2515428	0.2821865	0.2888194	0.2994686	0.2845285	0.2562244	0.2518061	0.2896129	0.2560842	0.3367479	0.2984676	0.2793594	0.3292637	0.3043638	0.293952	0.3218195	0.3011345	0.3776024	0.5033971	0.4526278	0.5391802	0.4150229	0.4960876	0.4786976	0.4683447	0.4566443	0.4368253	0.5027518	0.4821739
1106	0.4552763	0.4897423	0.3550315	0.330958	0.3449311	0.3814218	0.49075	0.3173124	0.3664892	0.3532517	0.3542598	0.474372	0.468585	0.4423385	0.372212	0.3588828	0.2978258	0.2078078	0.2713753	0.2271594	0.2818573	0.2520813	0.2895811	0.2499113	0.2395456	0.2629022	0.262722	0.2728994	0.2552724	0.2171417	0.2040664	0.2862743	0.2387853	0.3176577	0.2951	0.2647471	0.3337176	0.2802007	0.2724263	0.311144	0.2816138	0.3827388	0.4679218	0.4584547	0.5058622	0.3665211	0.4351338	0.4295853	0.4109429	0.4481034	0.3606296	0.4584557	0.4273185
1107	0.519284	0.5789758	0.4314717	0.3584159	0.4158896	0.4041215	0.4974475	0.3196569	0.4128537	0.4005111	0.4149661	0.5433245	0.5494851	0.5304171	0.4033586	0.3837114	0.3280166	0.2735235	0.3095881	0.2875468	0.2817439	0.2866725	0.3068318	0.2874718	0.2677642	0.3226937	0.3256296	0.290501	0.2869215	0.243332	0.2290838	0.3435669	0.2559542	0.3954995	0.3518853	0.3162798	0.4024383	0.3308504	0.3391075	0.3610967	0.3130559	0.4343285	0.5648914	0.5422649	0.6114731	0.4470627	0.5509149	0.5264657	0.4979389	0.5213258	0.4659798	0.5506932	0.5155917
1108	0.6337669	0.6872106	0.4463505	0.4064079	0.4629237	0.4761873	0.5143118	0.3206143	0.5162204	0.4527861	0.5241247	0.6996064	0.6439869	0.7967411	0.4433969	0.4186693	0.3782232	0.2621878	0.3771899	0.281681	0.3579808	0.3229536	0.3585488	0.3558425	0.3330525	0.4366855	0.4026012	0.2404064	0.3423654	0.2702071	0.2603466	0.4116402	0.3032693	0.480642	0.4370345	0.4280024	0.494238	0.415863	0.3944063	0.4632157	0.3483877	0.5364091	0.6357636	0.727895	0.7716103	0.5003059	0.6217793	0.613551	0.5869554	0.6154781	0.4862579	0.6884224	0.5534196
1109	0.3604122	0.3730394	0.2756554	0.253892	0.2696162	0.3078219	0.4044275	0.2563693	0.300874	0.2985595	0.3026206	0.3849418	0.3775899	0.3748955	0.3143722	0.2892398	0.2484723	0.1760657	0.243966	0.1673788	0.2260597	0.2028001	0.2274331	0.2115549	0.2032837	0.2144411	0.215635	0.2316609	0.209128	0.1819526	0.1563669	0.2495609	0.2013623	0.2879556	0.2548862	0.2360806	0.2741079	0.2153182	0.2125729	0.256393	0.2318933	0.3323666	0.3767977	0.4008433	0.4460743	0.2670342	0.3521759	0.3622515	0.355311	0.3941882	0.2724076	0.4015032	0.3641509
1110	0.3352183	0.3859733	0.2846736	0.281481	0.3019811	0.2980086	0.3546694	0.2812376	0.319644	0.3085715	0.2892816	0.3770353	0.341254	0.4160776	0.2818062	0.299131	0.2254837	0.1695237	0.2294123	0.1898444	0.2253556	0.2099278	0.2274666	0.2053219	0.2014369	0.2020592	0.1937997	0.2293215	0.210367	0.203545	0.1962796	0.2171113	0.2074437	0.2408362	0.2231476	0.2023458	0.2620374	0.3173588	0.3366785	0.2899623	0.3751265	0.5642049	0.4019108	0.4084713	0.4254662	0.2847929	0.365229	0.3456511	0.3528383	0.3577448	0.370448	0.412172	0.3719009
1111	0.3614259	0.4163862	0.3099355	0.2973447	0.3218836	0.3243349	0.3795503	0.2936046	0.3391203	0.3228896	0.3116742	0.3892886	0.3701996	0.3776588	0.3084404	0.3151258	0.2422632	0.1995809	0.2430406	0.2072087	0.2347254	0.2194003	0.229984	0.2139616	0.2036858	0.2162248	0.2207192	0.2346022	0.2255094	0.2081265	0.1930378	0.2352996	0.2086969	0.2628118	0.2461524	0.2231116	0.2727298	0.2240659	0.2192558	0.2637242	0.23587	0.3115499	0.3892122	0.3621629	0.4273668	0.2927919	0.4089946	0.3827389	0.3899915	0.3867183	0.3441669	0.4246006	0.3907393
1112	0.2652191	0.3124112	0.2324512	0.2018576	0.2392886	0.2654478	0.3558071	0.2252053	0.2467256	0.259475	0.2396755	0.2991795	0.2805825	0.2986172	0.2585218	0.2301921	0.1900109	0.1571645	0.209273	0.1518653	0.1629066	0.1764487	0.1735416	0.1879131	0.1904663	0.140263	0.154462	0.1745045	0.1799681	0.1570771	0.146221	0.1990879	0.1685116	0.2312101	0.2183916	0.1900592	0.2729717	0.180215	0.1912065	0.2237047	0.203545	0.3388901	0.3617659	0.35518	0.3375058	0.216016	0.3250138	0.3366889	0.3317363	0.3739094	0.2543063	0.3784334	0.3215132
1113	0.3425047	0.3994524	0.2943813	0.269977	0.3110702	0.3195814	0.4026698	0.2636065	0.3114108	0.3171904	0.304606	0.3971584	0.3768226	0.3956274	0.3122507	0.3004524	0.2367473	0.1855209	0.2436808	0.1964749	0.2159588	0.2142519	0.2221165	0.2200994	0.2147325	0.2117762	0.2182357	0.2186906	0.2157843	0.1921174	0.1764444	0.2474397	0.2015369	0.285951	0.2617337	0.2275412	0.3243558	0.2405953	0.2401881	0.2735693	0.2408103	0.3711572	0.430742	0.4256105	0.4922177	0.2809926	0.4231988	0.4086484	0.401789	0.4237916	0.351972	0.4506412	0.4132905
1114	0.2821616	0.332635	0.2330589	0.178647	0.2314836	0.2089575	0.2914915	0.18865	0.2300614	0.2322764	0.2510467	0.3148494	0.3038776	0.3228763	0.2347776	0.1864197	0.1636798	0.1445877	0.1724128	0.1427542	0.1439751	0.1496463	0.1526588	0.169618	0.1706443	0.1485093	0.1546061	0.1468878	0.162956	0.1182491	0.1223853	0.2298183	0.1327612	0.2666356	0.244969	0.1870987	0.3400789	0.1787487	0.1829296	0.2110987	0.1764811	0.3980088	0.4194818	0.4575819	0.4921206	0.2049541	0.3385481	0.3411511	0.3582383	0.4192481	0.2237929	0.4257992	0.3366524
1115	0.4529781	0.489204	0.3536406	0.2872202	0.3430891	0.3287553	0.4347446	0.2604204	0.3476369	0.3359491	0.3586974	0.4938958	0.4826282	0.4626172	0.3423827	0.3166383	0.2670895	0.2070344	0.2555351	0.218126	0.2295525	0.2258336	0.2482343	0.241926	0.2262198	0.2520781	0.2476206	0.235399	0.2313615	0.1864042	0.1760127	0.3107937	0.2029669	0.357724	0.3194763	0.2739947	0.3822706	0.2759972	0.2725968	0.2965423	0.2596278	0.4208942	0.5125015	0.5153595	0.5710257	0.364944	0.4760092	0.4601118	0.439251	0.489886	0.3759652	0.5081332	0.4716653
1116	0.2617563	0.3137431	0.2223831	0.1824752	0.2286987	0.2231176	0.3010613	0.1910962	0.2353443	0.223051	0.2331047	0.2791765	0.2726038	0.2755956	0.2411811	0.1996296	0.1625811	0.1481264	0.179455	0.1471857	0.1392883	0.1543435	0.1562754	0.1674436	0.167902	0.148937	0.1513854	0.1458873	0.1607559	0.1326848	0.133507	0.2057835	0.1388718	0.2336333	0.2265083	0.1791949	0.3083487	0.1822583	0.1895697	0.2172424	0.1743043	0.3498695	0.3917776	0.375271	0.4105506	0.1997573	0.3253687	0.3289514	0.3287744	0.3658689	0.2404291	0.3864851	0.3218926
1117	0.3782172	0.4006564	0.3003537	0.2215883	0.2937551	0.2478361	0.34576	0.2161102	0.2885671	0.2917593	0.3245497	0.4429358	0.4138286	0.4174517	0.2855795	0.2443587	0.2140495	0.1644616	0.211422	0.1761193	0.173144	0.1848997	0.1933114	0.209911	0.2004051	0.200485	0.2025271	0.1794198	0.1950034	0.1444655	0.1387894	0.2828045	0.1589299	0.3260249	0.296223	0.2387449	0.3795757	0.2287132	0.2299184	0.239371	0.2158093	0.4381495	0.5053792	0.5069166	0.5587359	0.2914346	0.445909	0.4371719	0.4287148	0.4686297	0.3259734	0.5107002	0.4587241
1118	0.3924865	0.4865373	0.3552414	0.3978682	0.3329715	0.3698073	0.3604365	0.4382928	0.3789825	0.3597204	0.3347755	0.3895091	0.3963713	0.3766046	0.3615385	0.3487939	0.2611196	0.3054893	0.2595147	0.2774404	0.2612768	0.2464179	0.2641662	0.222517	0.23106	0.2761129	0.2700074	0.2496659	0.2498755	0.2465196	0.2914974	0.2515347	0.2041644	0.2582992	0.2544714	0.2069437	0.2653073	0.2310618	0.237259	0.2937238	0.2632955	0.3133757	0.3844653	0.357456	0.3984554	0.3519165	0.4395888	0.4192033	0.4269544	0.4001218	0.3614758	0.4318842	0.435263
1119	0.3438143	0.4283885	0.314793	0.3560852	0.3003176	0.342893	0.3758627	0.3668323	0.3451455	0.331827	0.297545	0.3704252	0.3531021	0.344836	0.3384463	0.3142236	0.2466782	0.2235366	0.235621	0.2434	0.2702104	0.2223427	0.2428709	0.2008063	0.2187136	0.2541297	0.2227888	0.2408979	0.2287698	0.2073393	0.2346551	0.2320803	0.1925638	0.2228387	0.2093625	0.2083222	0.2640223	0.2434735	0.2293009	0.2805481	0.2540433	0.3117163	0.3681961	0.3099116	0.4186215	0.2938839	0.3509024	0.3369328	0.332213	0.3495636	0.2842483	0.3779034	0.3392156
1120	0.5266992	0.6126796	0.4353458	0.5528016	0.4809835	0.5282854	0.5529811	0.5653601	0.5227078	0.4876963	0.4903038	0.4732475	0.4953328	0.476018	0.5592954	0.4906467	0.3877204	0.4014178	0.3533396	0.3835953	0.3804938	0.3452531	0.4041698	0.2997319	0.3120685	0.3689783	0.3488699	0.3893578	0.354707	0.3559473	0.3672063	0.3131748	0.3083658	0.3204856	0.3089474	0.3106062	0.380599	0.3514519	0.3378562	0.3894918	0.3885106	0.4867996	0.6043606	0.4933416	0.5276902	0.4681157	0.4844894	0.5071347	0.4833547	0.5109999	0.43298	0.5258755	0.5358201
1121	0.6059186	0.6783489	0.49328	0.6381289	0.5223782	0.5951658	0.6252382	0.670135	0.5242249	0.5514175	0.5209453	0.5617905	0.6048263	0.5810847	0.5923805	0.5506383	0.4329322	0.4517745	0.424417	0.4309005	0.4214574	0.4027801	0.4652969	0.3631916	0.3688028	0.4397687	0.4264706	0.4293756	0.3981409	0.4015982	0.4190089	0.3846387	0.3661895	0.4050804	0.3851561	0.3656153	0.4354757	0.4069703	0.3988477	0.4707675	0.4354383	0.5182457	0.7002559	0.5728505	0.6252282	0.5340627	0.549516	0.5946918	0.568021	0.5927514	0.4957029	0.5988972	0.6025987
1122	0.40053	0.5059701	0.3697095	0.4243092	0.3651169	0.3840326	0.38234	0.4423235	0.3960803	0.3633367	0.3574953	0.3841442	0.4040252	0.3942142	0.4051868	0.3830842	0.2905247	0.3342542	0.2647324	0.292103	0.2919025	0.2619912	0.2868841	0.2321068	0.2546089	0.2955773	0.2787659	0.2788288	0.2723995	0.2646435	0.3231685	0.2526558	0.2348553	0.2726583	0.2707332	0.2278685	0.2859977	0.25408	0.2598123	0.2960117	0.2876801	0.3248248	0.4252076	0.361629	0.4405328	0.3637658	0.4460465	0.4302958	0.4257128	0.410591	0.3691829	0.4529423	0.4474765
1123	0.5186982	0.6002828	0.4285136	0.5665595	0.4443553	0.5563105	0.6286809	0.5835952	0.4675373	0.4762244	0.4517114	0.5020202	0.5181336	0.4894105	0.518653	0.4943323	0.3885437	0.3994092	0.35901	0.3902806	0.4065755	0.3537655	0.4062566	0.3108076	0.3205022	0.3783336	0.3729984	0.3956067	0.3505712	0.3526735	0.3694892	0.3237902	0.319016	0.3356375	0.3215783	0.3088156	0.3950097	0.3529562	0.3467931	0.406453	0.3963699	0.4816462	0.6324048	0.4975927	0.5609435	0.467214	0.4789864	0.505532	0.4889362	0.5025564	0.4253367	0.5176762	0.5071867
1124	0.6738749	0.7638144	0.5729596	0.6917835	0.6511334	0.6547477	0.6970302	0.7222931	0.6030415	0.6120784	0.6193542	0.6467059	0.6800366	0.6655018	0.7122976	0.6354786	0.4849923	0.5136957	0.4623097	0.4992738	0.4412615	0.4583834	0.513629	0.419401	0.3936354	0.4936047	0.4688426	0.4775392	0.4434479	0.450909	0.4633141	0.4200003	0.4069478	0.4558374	0.4144594	0.4081901	0.4811534	0.4624293	0.4611473	0.5159609	0.4885892	0.555351	0.8127069	0.6043351	0.6664986	0.628166	0.6730074	0.6976105	0.6551691	0.6565416	0.6072183	0.6829007	0.6810046
1125	0.4176463	0.4904523	0.3541744	0.4041235	0.3333637	0.376247	0.3666489	0.4925141	0.3805469	0.358757	0.3347002	0.4202574	0.4206078	0.4162321	0.3434106	0.3380155	0.26257	0.3145874	0.2501556	0.2765132	0.2558526	0.2256691	0.2496762	0.2467377	0.2475285	0.2830899	0.2765579	0.2588279	0.2566749	0.2165706	0.2915313	0.2646904	0.202162	0.2857069	0.2804977	0.2196621	0.2457115	0.2134062	0.2194239	0.2582489	0.25985	0.331115	0.3095191	0.3882754	0.3994267	0.2964947	0.3628758	0.3583208	0.3795417	0.3451632	0.2834683	0.3787363	0.3665521
1126	0.4946234	0.7150023	0.4597615	0.5427288	0.4904052	0.4843569	0.490077	0.5620674	0.6999676	0.5126635	0.4487362	0.4797788	0.5358332	0.4908894	0.5120367	0.4710983	0.3585682	0.4108702	0.3524025	0.3779782	0.3437218	0.3418981	0.3887582	0.2952434	0.3076585	0.370029	0.3493035	0.3493996	0.3508745	0.343618	0.4228536	0.3197471	0.2978273	0.3178101	0.2999738	0.2816476	0.3642875	0.3408366	0.3588891	0.4108917	0.3853532	0.4530815	0.5936368	0.4360063	0.5344414	0.4524168	0.5522861	0.5223564	0.5553622	0.4957846	0.5591879	0.6035549	0.5380841
1127	0.4820173	0.5685037	0.4157726	0.5112168	0.4055517	0.5159087	0.5517871	0.5183966	0.4402655	0.4477714	0.4111954	0.471054	0.494286	0.4643301	0.4798966	0.4668939	0.3671134	0.355069	0.3367004	0.346274	0.3790968	0.3219131	0.3739586	0.2830059	0.2960384	0.3527274	0.3438328	0.3640278	0.3243538	0.3235438	0.3357249	0.3073748	0.2928605	0.3208019	0.300554	0.2855933	0.3691184	0.329755	0.3265272	0.3853993	0.3725878	0.4564142	0.5958123	0.4888506	0.5464944	0.4441147	0.4659309	0.470949	0.4617267	0.4846357	0.4015167	0.4950847	0.4821266
1129	0.4120584	0.5091394	0.3761894	0.4387011	0.3708633	0.3951483	0.4235434	0.458753	0.4503356	0.3577646	0.361314	0.3857576	0.3725135	0.3763875	0.526646	0.3917859	0.3105164	0.3451045	0.2979589	0.3107037	0.3149913	0.2779233	0.3136453	0.2512434	0.2609536	0.3121458	0.2652986	0.2943153	0.3007255	0.2987357	0.2940478	0.2368313	0.2557686	0.2687101	0.262269	0.2318126	0.2989821	0.2784832	0.2843777	0.3213451	0.2987137	0.3868483	0.4755521	0.3566242	0.460851	0.3736981	0.4054081	0.4226208	0.4269661	0.4192973	0.3459994	0.4329051	0.4144382
1131	0.5270579	0.6614953	0.4765145	0.5219032	0.5304583	0.5684261	0.5735911	0.494256	0.5663297	0.5313054	0.4892373	0.5141437	0.5765958	0.5646887	0.5512652	0.5428483	0.4427245	0.4352475	0.3824356	0.4069022	0.4215819	0.3716806	0.434339	0.3332892	0.3359005	0.4082057	0.4177822	0.4278702	0.3946948	0.3683812	0.3724235	0.3731601	0.376412	0.4859091	0.3535997	0.3726582	0.4285971	0.4182537	0.4267215	0.4483127	0.3993134	0.4860647	0.5963105	0.4934433	0.5615669	0.5346906	0.6069531	0.5693149	0.5662334	0.5700237	0.5399168	0.5851288	0.5507344
1132	0.6207526	0.6557707	0.511102	0.5707847	0.5530381	0.580988	0.7727893	0.5549222	0.585843	0.5619901	0.4591456	0.5182229	0.5942703	0.5777333	0.5872018	0.5579356	0.4480293	0.4116263	0.4126408	0.4342526	0.3667295	0.4079054	0.466953	0.3221537	0.33889	0.430733	0.4137823	0.4625152	0.3514868	0.3678556	0.3404256	0.3387397	0.4290685	0.3761448	0.338147	0.3623719	0.4204086	0.417885	0.3949309	0.4593077	0.4697088	0.5801923	0.6886811	0.5633469	0.6175385	0.5909506	0.5049891	0.5639836	0.4693136	0.6268769	0.4697273	0.5849781	0.5236703
1133	0.4200912	0.4904905	0.3719298	0.3925969	0.3495713	0.4124062	0.4843315	0.3883461	0.3810206	0.3768812	0.3484835	0.4249669	0.4393649	0.4257092	0.3870269	0.3857974	0.3073066	0.2463662	0.2817563	0.2670957	0.3144123	0.2659617	0.308625	0.2441227	0.2433437	0.2867982	0.2741454	0.3059356	0.2660578	0.2537901	0.2610922	0.2668145	0.2517116	0.2795562	0.2630509	0.2506908	0.302483	0.2708269	0.277951	0.3264351	0.3267989	0.379873	0.50493	0.4163868	0.4981724	0.3814438	0.4160243	0.4065762	0.3957103	0.417068	0.3639925	0.4374482	0.4195243
1134	0.594915	0.6349943	0.4389848	0.4447183	0.4395065	0.5045946	0.6379432	0.4006824	0.4391962	0.4580739	0.4545082	0.5893191	0.6032239	0.5697517	0.4860457	0.449828	0.376311	0.3046099	0.3546207	0.3122662	0.335783	0.3263711	0.3605689	0.3194447	0.2960983	0.3731592	0.3487694	0.3402046	0.310331	0.2735322	0.2575696	0.3511927	0.2950973	0.3956779	0.35565	0.3361649	0.408173	0.3663008	0.3680244	0.3942873	0.3681605	0.4708058	0.5973332	0.5798215	0.6300933	0.5314758	0.537015	0.5397968	0.4950078	0.5673099	0.4479404	0.550128	0.5345538
1135	0.2938469	0.3373248	0.2412524	0.2146256	0.2408083	0.25378	0.3427908	0.222174	0.2577071	0.2508445	0.2552959	0.3256427	0.3087317	0.3213648	0.2672147	0.2433709	0.1988121	0.1581459	0.2081942	0.1492594	0.1740702	0.1658783	0.1869911	0.1814761	0.181483	0.1696738	0.1756537	0.1821696	0.1753581	0.1482084	0.1396778	0.2211754	0.1624967	0.2492113	0.2276385	0.1918125	0.2760339	0.1938253	0.186999	0.2190223	0.195978	0.3374053	0.3730202	0.3778359	0.4286403	0.2388818	0.3333213	0.3565643	0.3328564	0.3842396	0.2505116	0.3886083	0.3434586
1136	0.2176994	0.2684669	0.2045709	0.1576719	0.1933497	0.1944249	0.2407395	0.1726428	0.2075193	0.2051544	0.194662	0.2274573	0.2270391	0.2345381	0.1878017	0.1870599	0.1374373	0.1344301	0.1490552	0.1382987	0.1212103	0.1447003	0.1485724	0.1454176	0.1466856	0.1203256	0.1236253	0.1262273	0.1421246	0.1217478	0.1200854	0.1510404	0.1346249	0.1756417	0.1645806	0.1447238	0.2006985	0.1263128	0.1371404	0.1719047	0.1674281	0.2666394	0.242249	0.260931	0.233013	0.1745955	0.2576011	0.2456443	0.2749236	0.2667249	0.2003069	0.307592	0.247756
1137	0.3696245	0.3898042	0.277822	0.2526444	0.2831298	0.2902057	0.3871279	0.2368222	0.303248	0.2890549	0.2963784	0.3920001	0.3862667	0.3753763	0.2995652	0.2929847	0.2400315	0.1849154	0.2371977	0.1799432	0.2104288	0.2012859	0.2363903	0.2015885	0.1975708	0.2104136	0.2043912	0.2191654	0.1987714	0.1654089	0.1586648	0.2469592	0.1847955	0.2859795	0.2630205	0.2219386	0.2857357	0.2161173	0.2192571	0.2550415	0.2293825	0.3299803	0.3922284	0.4001623	0.4411342	0.2872293	0.366527	0.3592562	0.34955	0.4012799	0.2857283	0.3835382	0.3734194
1138	0.294944	NaN	0.2863648	NaN	NaN	0.3392258	0.4812107	0.3517096	0.3204821	NaN	NaN	0.3125596	NaN	NaN	0.2780727	NaN	NaN	NaN	0.2976196	NaN	NaN	NaN	NaN	0.2738203	NaN	NaN	NaN	0.2007827	NaN	0.1195425	NaN	0.2675993	0.2290661	NaN	NaN	0.1908409	NaN	NaN	NaN	NaN	0.2416689	NaN	0.3413588	NaN	0.4636231	NaN	0.3852553	0.3417851	NaN	0.4071477	NaN	NaN	NaN
