ROI	B51315	B51325	B51732	B51742	B51852	B51861	B51872	B51882	B51813	B51824	B51836	B52233	B52242	B52253	B52264	B52274	B53106	B52711	B52715	B52823	B52824	B52825	B52836	B53041	B53054	B53161	B53183	B53195	B53212	B53233	B53245	B53257	B53269	B53279	B53281	B53291	B55012	B55023	B55034	B55045	B55056	B54611	B54623	B54645	B54751	B49913	B49924	B49935	B49946	B49957	B49968	B49978	B49901
84	0.5234608	0.6083329	0.4429766	0.4307143	0.4694255	0.4660708	0.5299979	0.4139452	0.455229	0.4636135	0.4357377	0.5398839	0.5490299	0.5552564	0.4555946	0.4554006	0.3502542	0.3267029	0.3290506	0.3359492	0.3209019	0.3161476	0.3399205	0.2871732	0.2906	0.3455124	0.3486803	0.3239178	0.3263159	0.2934049	0.2844656	0.3297679	0.2848661	0.3738433	0.3177493	0.3173797	0.3526446	0.3466631	0.3595455	0.3945036	0.3559573	0.3993309	0.5489563	0.4915382	0.5798033	0.4842802	0.5857551	0.5611265	0.5370005	0.5105252	0.5558923	0.5732243	0.5459318
85	0.5368732	0.6211784	0.4924602	0.424909	0.4899448	0.4434465	0.5012242	0.3901096	0.4769198	0.4636968	0.4531203	0.5586052	0.5624428	0.5641726	0.4858753	0.4698554	0.3597762	0.3531597	0.3451476	0.3542343	0.3126459	0.335844	0.3489105	0.3020784	0.2995571	0.3595276	0.3661728	0.336872	0.333342	0.3045466	0.296222	0.3471148	0.2887907	0.3954821	0.3431609	0.3290896	0.356896	0.3579638	0.3740127	0.4073601	0.3510132	0.386003	0.5263327	0.4908924	0.5704004	0.4897848	0.6311894	0.6025553	0.5690745	0.529124	0.5755736	0.5992429	0.5789893
86	0.4991289	0.5811452	0.4302009	0.417126	0.4220012	0.4447535	0.5120936	0.406361	0.444782	0.4277622	0.4072582	0.5085571	0.508118	0.5120252	0.4308311	0.4275163	0.3324154	0.3104871	0.3111118	0.3119349	0.3130112	0.2973318	0.330592	0.2770202	0.2747653	0.3239786	0.3256442	0.323651	0.3073738	0.2766195	0.2740158	0.3092392	0.2801234	0.3468183	0.3079034	0.2918627	0.3325094	0.3298777	0.33151	0.3572925	0.3245667	0.3769786	0.534848	0.4591925	0.557947	0.4582205	0.5334606	0.5106134	0.4954232	0.4806039	0.4830275	0.5283494	0.5051938
87	0.5717508	0.6529663	0.5124533	0.4074678	0.51178	0.430471	0.5127739	0.3436324	0.4876929	0.4690717	0.4680638	0.6326463	0.6166769	0.6110047	0.4986311	0.4664041	0.3746617	0.3323481	0.3604959	0.3439024	0.2878965	0.3434398	0.3478297	0.3239572	0.3147765	0.3691295	0.3904025	0.3267507	0.3374625	0.2993919	0.274415	0.3833491	0.3057624	0.4520361	0.3928295	0.3624181	0.416098	0.3842715	0.4026783	0.4402138	0.3538148	0.4506276	0.5687708	0.5763178	0.6737524	0.5045685	0.7168198	0.6586221	0.6228522	0.5792669	0.6135837	0.6793452	0.629695
88	0.5822591	0.6608003	0.5294999	0.4552154	0.5373568	0.4711049	0.5481037	0.3801453	0.5155352	0.4968192	0.4945872	0.6208627	0.6251271	0.6292924	0.5365979	0.5062536	0.3936821	0.371073	0.3803166	0.3668779	0.3173338	0.3662647	0.3769048	0.3347831	0.3304901	0.3911205	0.3992543	0.3541826	0.3573652	0.3209893	0.2957854	0.3793357	0.3415475	0.44584	0.3835862	0.3849641	0.4091808	0.4083836	0.4271182	0.4549564	0.379338	0.4676642	0.5718116	0.5682358	0.6551554	0.5326048	0.7094607	0.6729045	0.6290414	0.592443	0.6384358	0.6710355	0.6356949
89	0.4037859	0.4627297	0.3430468	0.3069946	0.3410989	0.3116203	0.3537101	0.3266795	0.3681034	0.3418012	0.328863	0.399781	0.3889738	0.3949861	0.3370816	0.3210001	0.2524233	0.2687217	0.2442814	0.248585	0.2373815	0.2313835	0.2427266	0.2184486	0.220918	0.2588389	0.2601996	0.2300509	0.2343874	0.217168	0.2219046	0.2651586	0.1874824	0.2967237	0.2770452	0.2410651	0.3292494	0.2617739	0.2745691	0.3158044	0.2649939	0.3565687	0.4730627	0.4212373	0.4942877	0.3099323	0.4236195	0.403354	0.401627	0.4014777	0.3458455	0.4486983	0.4077138
90	0.4859411	0.5692279	0.4223014	0.4043905	0.4153034	0.4122876	0.5078799	0.4004397	0.4329146	0.3904564	0.396338	0.5133004	0.4960906	0.5118411	0.4137612	0.4093734	0.3239129	0.2673786	0.2906307	0.2897022	0.3098961	0.2879211	0.3155409	0.2683537	0.2592416	0.2944949	0.2812979	0.3278184	0.2923293	0.2673953	0.2763079	0.283431	0.2597528	0.3136452	0.2865624	0.2749293	0.3085128	0.2759967	0.24591	0.303116	0.2685869	0.3187714	0.434847	0.3666417	0.4505301	0.4069228	0.5064422	0.4496816	0.4485227	0.4278225	0.3948014	0.4684801	0.4647013
91	0.5030274	0.6000153	0.4569792	0.279944	0.4189124	0.3096434	0.3863722	0.2296603	0.4035815	0.3711385	0.4046167	0.5939566	0.5505061	0.5390952	0.4165539	0.336715	0.2868481	0.2498388	0.2804808	0.2574261	0.2000393	0.2624357	0.2419838	0.2655592	0.2674907	0.2947452	0.334131	0.232967	0.2871094	0.2152016	0.1930497	0.3678361	0.2114625	0.4455444	0.3956853	0.3324288	0.467786	0.3346384	0.3315354	0.3493913	0.25989	0.4651628	0.5951696	0.5861006	0.6320353	0.3924072	0.6446623	0.5645599	0.5593137	0.5116979	0.4873734	0.6405265	0.5700915
92	0.4919386	0.5844824	0.4406874	0.2981663	0.400644	0.3124637	0.3771364	0.2384725	0.3958546	0.363779	0.3802161	0.5779781	0.5299748	0.5130456	0.394794	0.3363186	0.2785871	0.2610841	0.2681757	0.2606254	0.1976741	0.257503	0.2349304	0.2415345	0.2558947	0.2848285	0.3217019	0.2316289	0.2794865	0.2165711	0.1963133	0.334856	0.2046577	0.399035	0.3612835	0.3026516	0.4162978	0.3126694	0.3099889	0.352593	0.2433393	0.4111786	0.534294	0.5315511	0.5735371	0.4091357	0.7005919	0.5930766	0.5739262	0.5142948	0.5495106	0.6523127	0.5759426
93	0.4991162	0.5927955	0.4485362	0.2972932	0.4040819	0.3126909	0.3798026	0.24033	0.4062369	0.3780598	0.3903757	0.5904406	0.5432672	0.5195542	0.3897894	0.3280584	0.2747933	0.2655949	0.2678744	0.2616794	0.2061124	0.2560977	0.2371381	0.2488952	0.2528974	0.2856064	0.3202244	0.231385	0.2713601	0.2140054	0.1877583	0.3404785	0.2024731	0.4035974	0.3628524	0.3043702	0.4453932	0.3061295	0.3072453	0.3538469	0.244411	0.4072171	0.5500247	0.5511638	0.605225	0.4172945	0.689174	0.59433	0.5769417	0.5236803	0.5398637	0.6563693	0.5979723
94	0.4639131	0.6291938	0.4408282	0.2921163	0.4699438	0.3265138	0.446035	0.2564411	0.3733795	0.419277	0.3913053	0.682417	0.5291547	0.5661168	0.4094238	0.2647136	0.2855764	0.2391876	0.2441574	0.3100757	0.2618893	0.2458065	0.2375402	0.2665246	0.2728738	0.2695058	0.2688403	0.208663	0.2802023	0.2138135	0.2141805	0.3897578	0.2078251	0.3694346	0.3791824	0.3200175	0.3632604	0.3097931	0.3318003	0.3828049	0.2552977	0.4125699	0.6391224	0.5795132	NaN	0.3454808	0.6436759	0.6594347	0.4721785	0.4797622	0.5137733	0.6576579	0.6389431
95	0.5038528	0.5943132	0.4289112	0.2880136	0.3997051	0.3190822	0.3930341	0.2365196	0.3911017	0.3662214	0.3885744	0.5750384	0.5366309	0.5039425	0.374945	0.3208552	0.2729342	0.2393764	0.269109	0.2423273	0.2012736	0.2495845	0.2435962	0.2513468	0.2489255	0.2848536	0.3029121	0.2264109	0.2606078	0.2051597	0.1876747	0.3376759	0.2059416	0.4026085	0.3560419	0.2982902	0.4377384	0.3010722	0.3076597	0.3332588	0.2432928	0.4361647	0.5688001	0.5634356	0.6396316	0.4086222	0.6431454	0.5719222	0.5498438	0.5214157	0.5030155	0.635918	0.5766503
96	0.3717557	0.4031851	0.2609803	0.2698094	0.256904	0.2431477	0.3161539	0.2442092	0.3502514	0.3057798	0.2560163	0.3993453	0.3295434	0.3407411	0.2926577	0.2717563	0.1852598	0.1761962	0.2010616	0.1786214	0.1710717	0.1882053	0.1608773	0.1837017	0.1652998	0.1604052	0.1770291	0.1815682	0.2070289	0.1685493	0.1755666	0.1967729	0.1817089	0.2142739	0.2110342	0.1630807	0.2044402	0.1971663	0.1737224	0.2644495	0.1958472	0.267218	0.357614	0.3228678	0.3632222	0.2935999	0.3912839	0.3773418	0.3526656	0.3284439	0.3429018	0.3624144	0.3767793
97	0.5621713	0.6494176	0.5057346	0.3947747	0.4966495	0.4201978	0.5013903	0.3375692	0.4791587	0.4546572	0.457083	0.6148652	0.6077036	0.59547	0.4646872	0.4441406	0.3650849	0.3380477	0.3431734	0.3407507	0.2893502	0.3331126	0.3358995	0.3142227	0.3063982	0.3682986	0.3919129	0.3146577	0.335445	0.2933095	0.2667563	0.383243	0.2832533	0.4407002	0.3947113	0.3534964	0.4225374	0.3800822	0.3958308	0.4341724	0.3421846	0.4363586	0.5717059	0.5802844	0.6573252	0.4886431	0.6921365	0.6404262	0.6046113	0.5655059	0.59166	0.6510282	0.6189612
98	0.4751373	0.5369872	0.4275488	0.3324889	0.4038137	0.3478768	0.4066195	0.2849744	0.3993509	0.3730972	0.377198	0.5249332	0.5032092	0.4920509	0.3790248	0.366028	0.2895752	0.2759387	0.281968	0.2846121	0.2381888	0.2627437	0.2724124	0.2479686	0.24819	0.291968	0.3015652	0.2558104	0.2806669	0.2350993	0.2216803	0.3142682	0.2233796	0.3600123	0.3261047	0.2862587	0.3465575	0.2995339	0.310591	0.3472073	0.2711993	0.3715035	0.4782967	0.4667894	0.554167	0.4198961	0.5778162	0.5317196	0.5049406	0.477833	0.5051441	0.5533725	0.5169231
99	0.3282152	0.3803948	0.3067559	0.2341553	0.308805	0.254589	0.3029546	0.228171	0.300657	0.2811543	0.2835217	0.3674192	0.3499015	0.3719243	0.2902913	0.2756555	0.2002094	0.1970822	0.2103936	0.201892	0.1659857	0.195984	0.1748047	0.1890029	0.1908598	0.1963844	0.2023991	0.1790719	0.198692	0.1677617	0.1692062	0.238427	0.1675755	0.2799719	0.256356	0.2127031	0.2986422	0.2193821	0.2190919	0.2360115	0.1916338	0.3312774	0.4207885	0.3792477	0.4463113	0.2770431	0.4494351	0.4212766	0.4149351	0.3794095	0.4009933	0.4551484	0.4139042
100	0.4030744	0.4486358	0.3535626	0.2688997	0.3338743	0.2869025	0.3509772	0.2403836	0.3398263	0.3196737	0.3324044	0.4633761	0.4295887	0.4276577	0.3122556	0.2913515	0.2370336	0.2088677	0.2341419	0.2122176	0.1905874	0.2118414	0.2130638	0.2136172	0.2085117	0.2245023	0.2273829	0.2031188	0.2255949	0.1772152	0.1695934	0.2809857	0.1784327	0.3260818	0.2957056	0.2468292	0.3568853	0.2520673	0.2537094	0.2635034	0.2191923	0.3757812	0.4778837	0.4562667	0.5421224	0.3356366	0.4981348	0.4568932	0.4484093	0.445262	0.4107219	0.5120323	0.473322
101	0.4846578	0.5644259	0.4354072	0.355313	0.4241607	0.3735986	0.433074	0.3136994	0.4166752	0.3844369	0.3967909	0.5271439	0.5073187	0.5134284	0.4019234	0.3882407	0.3050843	0.2956525	0.2929575	0.3113077	0.2698099	0.277286	0.2937254	0.2629429	0.2617557	0.3133218	0.3173391	0.2796924	0.2963391	0.2574427	0.2425198	0.3205784	0.2423076	0.3590255	0.3302683	0.2949821	0.3417576	0.3092073	0.3257009	0.3657249	0.2923954	0.3733117	0.4844163	0.4670147	0.5590343	0.4210457	0.5753077	0.5399407	0.5037928	0.4794357	0.5123595	0.5485933	0.5286189
102	0.3475976	0.3891097	0.3188639	0.2528776	0.307635	0.2742907	0.3042549	0.2573598	0.3049949	0.2887188	0.3038074	0.3757178	0.3715759	0.3591569	0.2881163	0.30337	0.2178735	0.2017841	0.2201817	0.2140269	0.1879278	0.2107293	0.1975227	0.1899707	0.1868807	0.2062608	0.214232	0.2052702	0.2136961	0.189473	0.1958236	0.2344753	0.1757727	0.2548938	0.2347776	0.2022397	0.2513686	0.2190689	0.214826	0.2567256	0.2298122	0.2783662	0.3621837	0.3293839	0.407834	0.3094939	0.4359735	0.385126	0.3752079	0.3570329	0.3765267	0.4150547	0.3962885
103	0.4264853	0.4921267	0.3971528	0.3191732	0.3758561	0.3386031	0.3893149	0.2942604	0.3783054	0.3567596	0.3576459	0.4766635	0.4567492	0.4513467	0.3588437	0.3515346	0.2755437	0.2555633	0.2649612	0.2565845	0.2250418	0.2483081	0.2515396	0.2355291	0.2311661	0.2592122	0.2629783	0.2478721	0.2663294	0.22293	0.2162986	0.292579	0.2173567	0.3328139	0.2951531	0.2571422	0.3242833	0.2802057	0.2900352	0.3028322	0.2637709	0.349458	0.4687752	0.4324761	0.5175096	0.3794738	0.5220695	0.4752132	0.468344	0.4400723	0.4700728	0.5090574	0.4769866
104	0.4088052	0.4784553	0.3690343	0.3209864	0.3646971	0.3443238	0.3959447	0.302056	0.3669848	0.3507673	0.3413543	0.4407517	0.4300683	0.4284122	0.3463143	0.3503186	0.2678597	0.2430982	0.261992	0.2494038	0.2369626	0.2475796	0.2514813	0.2343439	0.226234	0.2520541	0.2571339	0.2529736	0.2487322	0.2220744	0.2202223	0.272073	0.2180648	0.30231	0.2749785	0.2458296	0.3069419	0.2666068	0.272192	0.3123204	0.2656625	0.3453305	0.4534449	0.4119217	0.4960593	0.3554547	0.4850753	0.4530823	0.4418817	0.4266518	0.431944	0.4784229	0.4536321
105	0.483309	0.5558663	0.4191311	0.3799914	0.4027146	0.4102689	0.4750554	0.3616552	0.4260814	0.4031947	0.3915871	0.4954644	0.4947208	0.4934705	0.3943338	0.3953624	0.3149737	0.2862485	0.2933115	0.286073	0.2913839	0.2787788	0.3002887	0.2692145	0.2591228	0.2907497	0.2982766	0.3060716	0.2872581	0.2562812	0.2563833	0.3008975	0.2583969	0.3373557	0.3050166	0.2863136	0.3336959	0.306656	0.3047602	0.3379917	0.3038908	0.3786857	0.5032847	0.4522509	0.5356865	0.4273243	0.5207579	0.4935966	0.4747334	0.4690815	0.4539997	0.5189099	0.4853882
106	0.3697866	0.426741	0.3517901	0.271825	0.3314633	0.2798268	0.315195	0.2494963	0.330763	0.3049393	0.304287	0.4091962	0.3818421	0.3876663	0.3118879	0.3063064	0.2299429	0.2262731	0.2310095	0.2300681	0.1875872	0.2157147	0.2047695	0.196823	0.1950447	0.2175713	0.2274141	0.2058707	0.2230555	0.1887785	0.1834906	0.2386481	0.1786816	0.2723593	0.2578589	0.2201548	0.2621435	0.2308351	0.2269577	0.2635048	0.2171317	0.2876336	0.3764257	0.3510335	0.4186567	0.3259262	0.4517052	0.4201443	0.40351	0.3823229	0.401593	0.4353943	0.4157217
107	0.4964436	0.5618498	0.4284484	0.3455772	0.4154927	0.3695981	0.4447421	0.3008024	0.4097582	0.386999	0.3955953	0.5317115	0.5262471	0.5086347	0.3932402	0.3692948	0.3115045	0.2742915	0.2931544	0.2829425	0.261433	0.2766204	0.2835883	0.2670867	0.260364	0.3079066	0.319176	0.2744901	0.2870142	0.2378531	0.2245052	0.3317736	0.2414419	0.3810919	0.3363962	0.3019657	0.3860382	0.3219149	0.3257848	0.3512685	0.2908546	0.4060923	0.5274443	0.5101896	0.5849943	0.424615	0.5653056	0.5345947	0.5001996	0.5013805	0.4839607	0.5569896	0.5185317
108	0.6512831	0.6188458	0.5617641	0.3790415	0.4950471	0.388741	0.5520231	0.3518984	0.4217848	NaN	NaN	0.6930171	0.675288	NaN	NaN	NaN	NaN	0.2911849	0.2784858	0.3853951	0.3270793	0.327084	0.3705813	0.3339549	NaN	0.3935442	0.3885081	NaN	NaN	NaN	0.2283439	0.4159872	0.2877362	0.4710292	NaN	NaN	0.5988147	0.4138111	NaN	0.4160007	NaN	NaN	0.6034785	0.6548032	0.7364162	0.5071577	NaN	0.5776573	0.5934015	NaN	0.6198639	0.6676643	NaN
109	0.323335	0.3652384	0.3018789	0.22918	0.2855812	0.2335577	0.2799144	0.2157399	0.2886686	0.2747196	0.2806719	0.3533742	0.3411753	0.3499365	0.280645	0.2710197	0.1964521	0.1926928	0.2056073	0.1947704	0.150859	0.193034	0.1588031	0.1792852	0.1851249	0.192246	0.1886083	0.1746869	0.1959897	0.1592983	0.1662187	0.2125199	0.1571763	0.2713898	0.2440446	0.205928	0.253627	0.1963641	0.1828977	0.2060282	0.1710731	0.2772165	0.3667353	0.3414837	0.3887336	0.266226	0.4244927	0.3872536	0.3754436	0.3521115	0.3675474	0.4118129	0.3779448
110	0.3178073	0.3767118	0.28791	0.2784556	0.304026	0.2801743	0.3238266	0.2756362	0.3091876	0.2956025	0.2752972	0.3577948	0.3351389	0.3507676	0.2792689	0.2872716	0.2136324	0.1815512	0.2249108	0.1940762	0.2073124	0.2058651	0.2102982	0.1991799	0.1906846	0.1995513	0.1927589	0.2186014	0.2060277	0.1898888	0.1816905	0.2171904	0.1937439	0.2392731	0.2107552	0.1992873	0.2747844	0.311943	0.3232694	0.2921934	0.3497942	0.4956327	0.4289875	0.3618917	0.3949405	0.2601355	0.3853724	0.3500814	0.3547458	0.365839	0.3502425	0.455155	0.3650766
111	0.3428177	0.4072009	0.3139423	0.2889743	0.326356	0.3082877	0.3612688	0.2889382	0.3396177	0.3178301	0.3076522	0.3877906	0.3630571	0.3798365	0.303705	0.3173795	0.2340933	0.1937078	0.2372345	0.2105959	0.2220673	0.2211064	0.2117749	0.2039371	0.2086208	0.213549	0.2079029	0.2324995	0.2198811	0.2003925	0.1976974	0.2361738	0.2012673	0.2585617	0.2350439	0.2134012	0.2722347	0.2279776	0.2235902	0.2617721	0.2200724	0.2999882	0.3896207	0.3572917	0.4435022	0.2937844	0.4149518	0.3883777	0.3855538	0.3838618	0.3532769	0.4172722	0.3907737
112	0.2578452	0.3120006	0.2411631	0.1903978	0.2738605	0.2157203	0.2842399	0.2008098	0.2442863	0.241239	0.23438	0.2808478	0.26143	0.2903006	0.2513659	0.2291023	0.1725678	0.1634891	0.1903719	0.1648775	0.1392684	0.1708483	0.1639857	0.1762677	0.1763963	0.1450844	0.1495628	0.1508293	0.1688576	0.1501217	0.1546482	0.1848989	0.1557491	0.2339301	0.2150204	0.1822002	0.2636046	0.1754273	0.1814973	0.1996321	0.1762982	0.3146008	0.3635139	0.3076241	0.3401183	0.2152956	0.3560561	0.3528312	0.3462426	0.3090059	0.3153035	0.3702888	0.3283369
113	0.3314247	0.3922162	0.3048618	0.2538257	0.3218912	0.2940098	0.3561491	0.2517565	0.3062631	0.3039662	0.2974163	0.3822095	0.3607191	0.3831473	0.2999012	0.2957591	0.2216251	0.1931796	0.2268664	0.2051983	0.1899861	0.2094188	0.2018542	0.2092744	0.2063519	0.2063898	0.211977	0.2010752	0.2082218	0.1867056	0.1788618	0.2432035	0.1882521	0.2819199	0.2531255	0.2140923	0.3101763	0.229385	0.2376128	0.2619403	0.219834	0.348393	0.4215834	0.3948493	0.4735999	0.279419	0.432188	0.4169376	0.4019611	0.3952302	0.3883281	0.4517365	0.4120058
114	0.2511119	0.3180687	0.2487556	0.1701225	0.2504304	0.1795954	0.2310903	0.1805407	0.243053	0.2202971	0.2431788	0.287643	0.277271	0.3144094	0.2222271	0.1864605	0.1399978	0.1591248	0.1611439	0.1540112	0.1157124	0.1487536	0.1222998	0.1542652	0.1570795	0.1429448	0.1552825	0.1249774	0.1553987	0.1155665	0.1248941	0.2136326	0.1196416	0.2584216	0.2449685	0.1770819	0.3351298	0.1758891	0.1867813	0.1956256	0.1460475	0.3767734	0.4486598	0.3848281	0.4515263	0.1983823	0.3811407	0.3550312	0.3683806	0.3447502	0.2904738	0.424785	0.3473446
115	0.4088801	0.4612248	0.3637211	0.2663603	0.3357434	0.2771348	0.3306842	0.2299136	0.3412133	0.3151383	0.3277608	0.4697022	0.4327675	0.4285231	0.3129849	0.2873137	0.2357659	0.2212133	0.2301096	0.2190843	0.1825669	0.2123553	0.2071407	0.2089245	0.2098964	0.2263503	0.2357559	0.2003523	0.2305553	0.1781422	0.170862	0.2775698	0.1770639	0.3260611	0.3019705	0.2467591	0.3504778	0.252604	0.2600684	0.2675777	0.2101647	0.3723176	0.4669726	0.4422803	0.5182338	0.3464642	0.5195849	0.4698131	0.4608336	0.4428276	0.427982	0.5188964	0.4783483
116	0.2534417	0.3102151	0.229563	0.1779176	0.2464009	0.2061538	0.2644841	0.18705	0.2357463	0.2205371	0.2308292	0.2703223	0.2611263	0.2734986	0.2380406	0.2006622	0.1513512	0.1580246	0.1701851	0.1538424	0.1298232	0.1568429	0.1417661	0.1641241	0.1606448	0.1496815	0.1491557	0.1371974	0.1577193	0.13159	0.1343482	0.2069793	0.1342529	0.2380031	0.2246153	0.1757861	0.3011307	0.1792385	0.1913344	0.2049124	0.1610717	0.3404226	0.3939071	0.3480868	0.4144367	0.2000486	0.3453554	0.3390174	0.3386171	0.3293375	0.2822866	0.3837239	0.3268161
117	0.3364646	0.3930238	0.3177918	0.2170939	0.2900458	0.2203698	0.2704511	0.1935848	0.2951663	0.2770068	0.2947934	0.413802	0.3894958	0.3885877	0.2691556	0.2305604	0.186581	0.1789711	0.1959907	0.1795239	0.1461553	0.1780292	0.167331	0.1852407	0.1790987	0.1864773	0.2014337	0.1566542	0.1966488	0.1418148	0.1383218	0.2605797	0.1422442	0.3119892	0.2879422	0.2232239	0.3728101	0.226272	0.2265279	0.2237745	0.1784808	0.3878871	0.4829509	0.4406536	0.5028945	0.282507	0.4867887	0.4412353	0.4387358	0.4265547	0.3723326	0.5215825	0.465737
118	0.3687899	0.4756904	0.3486675	0.3839713	0.3408944	0.3546654	0.3408857	0.4179592	0.3768069	0.3462928	0.332256	0.3842747	0.381069	0.360239	0.3478059	0.341344	0.2462193	0.3036542	0.2483488	0.273379	0.2454113	0.2402347	0.2573167	0.2133354	0.2242185	0.2649175	0.2583857	0.2416834	0.2439885	0.2442902	0.2934394	0.2474267	0.1964516	0.2544299	0.2509961	0.2054597	0.2383888	0.2222885	0.2274392	0.2769257	0.2568122	0.2795531	0.3732832	0.3267333	0.3735667	0.3428993	0.4466481	0.4054462	0.4328462	0.3829917	0.3659393	0.4368754	0.4254199
119	0.3355466	0.4214422	0.3429368	0.3234142	0.3258151	0.295687	0.3144437	0.323711	0.3466221	0.3223866	0.2965859	0.3441193	0.3434756	0.3400965	0.3202745	0.3209558	0.2224631	0.2404718	0.2307051	0.2447891	0.2252851	0.2203908	0.2282771	0.199784	0.2033845	0.2296262	0.2214182	0.2176849	0.2231547	0.2055767	0.2332696	0.2322719	0.1865151	0.216434	0.2073212	0.1957165	0.2052493	0.232297	0.2342732	0.2671242	0.2235741	0.2494939	0.318797	0.2720906	0.3476353	0.2980756	0.4026435	0.3577672	0.3634351	0.332656	0.3605066	0.3898534	0.3712392
120	0.4603736	0.579879	0.442612	0.4660378	0.4614134	0.4301982	0.4310931	0.487738	0.5420415	0.4803895	0.4613653	0.4521758	0.4609361	0.458946	0.4883581	0.4748043	0.3449334	0.3867067	0.32021	0.3625592	0.32947	0.3252124	0.3510069	0.2734241	0.2824408	0.3413559	0.3146372	0.3562099	0.3271711	0.3340613	0.3618582	0.2949214	0.2873491	0.3115389	0.288619	0.295923	0.3101045	0.3288901	0.3249846	0.3636506	0.3437234	0.3700999	0.4837335	0.3781086	0.4080125	0.4287186	0.5454433	0.5107772	0.5104197	0.4680003	0.5234184	0.5410053	0.5406771
121	0.5223261	0.6233677	0.5010146	0.5040556	0.5230445	0.4603994	0.4821789	0.5457401	0.5401883	0.5062883	0.4729398	0.5261169	0.5276027	0.5601344	0.5502426	0.5143558	0.3764581	0.4273966	0.3732983	0.4011509	0.3412688	0.3695408	0.3931524	0.3288022	0.3331397	0.3902584	0.3893841	0.373375	0.3720199	0.3684256	0.4113224	0.3584778	0.3177863	0.3625064	0.3473859	0.3286082	0.3386487	0.3605227	0.3760028	0.4353773	0.3768942	0.3622984	0.5443619	0.4164397	0.4746639	0.4763082	0.6549071	0.6158549	0.6039063	0.5379049	0.5736847	0.6294705	0.6330642
122	0.4080641	0.5136904	0.3848818	0.4171705	0.3810695	0.376692	0.3776641	0.4604526	0.3886295	0.385252	0.3786766	0.4076505	0.406018	0.3888642	0.385797	0.4110411	0.2921571	0.3386462	0.277362	0.3024377	0.2832355	0.2772236	0.3031944	0.2392004	0.2626404	0.2937471	0.2855382	0.2803735	0.2743596	0.2763283	0.3357675	0.2651775	0.2319578	0.2751962	0.2692035	0.2264498	0.2941327	0.2562877	0.272161	0.3108524	0.2894598	0.3190777	0.4515385	0.3619977	0.4154116	0.3655066	0.4709864	0.43216	0.4515122	0.4320157	0.3869793	0.4674108	0.4534002
123	0.4610769	0.5749283	0.4550342	0.4420804	0.4652411	0.4174875	0.4369224	0.4730523	0.4623834	0.4383173	0.4212777	0.4630317	0.4634222	0.4690138	0.487395	0.4690538	0.3277108	0.3762637	0.315021	0.3661091	0.3156036	0.3184034	0.3340889	0.2689538	0.2800756	0.3351358	0.317687	0.3288183	0.3132605	0.3210335	0.3623998	0.3013817	0.2794405	0.3175206	0.294326	0.2804495	0.2802556	0.3064846	0.3279426	0.3629262	0.337036	0.3042548	0.4502009	0.3535752	0.4055179	0.4227538	0.5673165	0.5263885	0.5260953	0.4620195	0.5044068	0.5450994	0.5324391
124	0.6303102	0.7449431	0.597531	0.6102987	0.6521634	0.5922204	0.6305784	0.6306038	0.6113409	0.5921619	0.5793155	0.625959	0.6516688	0.6706779	0.7102972	0.6472217	0.4871917	0.4952825	0.4366947	0.4752614	0.4183704	0.4409895	0.4957622	0.4133812	0.3804801	0.4736945	0.4581108	0.4589512	0.436632	0.437381	0.4577176	0.4125835	0.3831352	0.4441336	0.4062892	0.400195	0.4152927	0.4596415	0.4724203	0.5103623	0.4586558	0.4651412	0.7026415	0.521988	0.5873861	0.5879254	0.7456783	0.7252842	0.6943733	0.6405777	0.6601688	0.7071112	0.7153786
125	0.3774522	0.5052762	0.3631792	0.3514616	0.3413266	0.3229143	0.3068759	0.3944082	0.4176533	0.3422152	0.339688	0.4069343	0.377109	0.3940641	0.3278534	0.3160694	0.2337907	0.318675	0.2424099	0.2763442	0.2356988	0.2320804	0.2113806	0.2162839	0.2256433	0.2630638	0.2610489	0.22373	0.2404521	0.2186762	0.2989722	0.2630076	0.1963162	0.2682269	0.2519163	0.2193933	0.1945471	0.1788393	0.2026781	0.201618	0.1956812	0.2487867	0.3035159	0.262455	0.2466055	0.2730091	0.3811909	0.3532764	0.3628443	0.3308669	0.3063717	0.3742759	0.3530848
126	0.4904022	0.6974456	0.4505983	0.5328118	0.499268	0.4593298	0.4624078	0.5511911	0.7260168	0.4863852	0.4553469	0.4896319	0.5242156	0.518745	0.4871355	0.4972622	0.3533214	0.4463004	0.3606934	0.3969202	0.3496805	0.334948	0.3714674	0.2928198	0.3047826	0.3667155	0.3383443	0.3735817	0.3506434	0.3520189	0.4068256	0.3295627	0.2950482	0.3146556	0.3136587	0.2898254	0.329809	0.3328611	0.3471894	0.3924347	0.3875153	0.4285192	0.6189151	0.4138203	0.5783948	0.457258	0.5673909	0.5608599	0.5580552	0.5019493	0.64867	0.6024628	0.5257624
